13,12
15,11
23,11
27,14
29,13
31,11
34,43
49,11
50,14
50,52
51,42
53,22
54,12
54,26
55,16
55,21
56,11
59,43
60,13
64,11
72,11
80,11
86,13
98,11
100,14
100,28
100,33
100,52
101,23
101,42
102,13
102,27
102,32
102,51
103,22
103,41
104,12
104,26
104,31
105,16
105,21
105,35
106,11
106,25
107,15
108,29
108,53
109,24
109,43
114,11
122,11
130,11
131,15
134,52
136,32
138,12
144,13
148,11
150,23
154,16
154,21
155,11
159,14
159,33
159,52
169,32
175,14
175,52
179,12
189,11
200,23
200,42
201,13
201,27
201,32
201,51
202,22
202,41
203,12
203,26
203,31
203,50
204,16
204,21
204,35
205,11
205,25
206,15
207,29
208,24
208,43
209,14
209,28
209,33
209,52
212,16
225,33
233,14
233,33
238,16
250,51
251,17
251,22
252,12
252,50
253,16
254,11
258,33
258,52
262,11
277,22
279,16
282,14
288,11
296,11
300,13
300,27
300,32
300,51
301,17
301,22
301,41
302,12
302,26
302,31
303,16
303,21
303,35
304,11
304,25
305,15
306,29
307,24
307,43
308,14
308,28
308,33
308,52
309,23
309,42
320,11
328,12
336,12
338,11
344,12
346,11
347,15
350,17
351,12
355,29
359,32
359,51
379,11
385,12
393,12
400,17
400,22
400,41
401,12
401,26
401,31
402,16
402,21
402,35
403,11
403,25
404,15
405,29
406,24
406,43
407,14
407,28
407,33
408,23
408,42
409,13
409,27
409,32
409,51
427,12
435,12
436,21
450,12
452,11
455,43
456,14
456,33
459,22
459,41
471,43
472,14
477,21
500,12
500,26
500,31
501,16
501,21
501,35
502,11
502,25
503,15
504,29
505,24
505,43
506,14
506,28
506,33
506,52
507,23
507,42
508,13
508,27
508,32
508,51
509,22
509,41
535,16
536,25
550,16
550,21
550,35
554,43
555,52
556,42
570,43
577,25
600,16
600,21
600,35
601,11
601,25
602,15
603,29
604,24
604,43
605,14
605,28
605,33
605,52
606,23
606,42
607,13
607,27
607,32
607,51
608,22
608,41
609,12
609,26
609,31
609,50
631,13
638,43
646,43
661,43
670,28
680,13
700,11
700,25
701,15
702,29
703,24
703,43
704,14
704,28
704,33
705,23
705,42
706,13
706,27
706,32
707,17
707,22
707,41
708,12
708,26
708,31
708,50
709,16
709,21
709,35
734,25
754,23
754,42
758,35
775,25
800,15
801,29
802,24
802,43
803,33
803,52
804,23
804,42
805,13
805,27
805,32
805,51
806,22
806,41
807,12
807,26
807,31
807,50
808,16
808,21
808,35
809,11
809,25
829,52
832,21
839,13
851,43
852,52
856,50
859,15
873,21
877,43
900,29
901,24
901,43
902,33
902,52
903,23
903,42
904,13
904,27
904,32
905,22
905,41
906,26
906,31
906,50
907,21
907,35
908,11
908,25
909,15
924,11
936,33
940,11
951,33
954,22
956,21
958,15
1000,23
1000,42
1001,13
1001,27
1001,32
1001,51
1002,17
1002,22
1002,41
1003,26
1003,31
1003,50
1004,21
1004,35
1005,11
1005,25
1006,15
1007,29
1008,24
1008,43
1009,28
1009,33
1051,17
1051,22
1051,41
1052,26
1057,43
1073,43
1100,13
1100,27
1100,32
1101,17
1101,22
1101,41
1102,26
1102,31
1102,50
1103,21
1103,35
1104,11
1104,25
1105,15
1106,29
1107,24
1107,43
1108,28
1108,33
1108,52
1109,23
1109,42
1150,22
1150,41
1152,35
1153,25
1155,29
1157,33
1159,13
1159,32
1176,22
1200,22
1200,41
1201,26
1201,31
1202,21
1202,35
1203,11
1203,25
1204,15
1205,29
1206,24
1206,43
1207,28
1207,33
1207,52
1208,23
1208,42
1209,13
1209,27
1209,32
1209,51
1243,50
1251,21
1253,15
1257,23
1257,42
1258,51
1273,42
1300,26
1300,31
1301,21
1301,35
1302,11
1302,25
1303,15
1304,29
1305,24
1305,43
1306,28
1306,33
1306,52
1307,23
1307,42
1308,13
1308,27
1308,32
1308,51
1309,17
1309,22
1309,41
1350,21
1351,25
1353,29
1357,27
1400,21
1400,35
1401,11
1401,25
1402,15
1403,29
1404,24
1404,43
1405,28
1405,33
1405,52
1406,23
1406,42
1407,13
1407,27
1407,32
1407,51
1408,22
1408,41
1409,26
1409,31
1435,11
1450,11
1451,15
1453,24
1454,52
1468,11
1476,11
1484,11
1492,11
1500,11
1500,25
1501,15
1502,29
1503,24
1503,43
1504,28
1504,33
1504,52
1505,23
1505,42
1506,13
1506,27
1506,32
1507,22
1507,41
1508,26
1508,31
1508,50
1509,21
1509,35
1534,25
1552,43
1556,22
1559,11
1572,22
1575,25
1576,15
1600,15
1601,29
1602,24
1602,43
1603,28
1603,33
1603,52
1604,23
1604,42
1605,13
1605,27
1605,32
1605,51
1606,22
1606,41
1607,26
1607,31
1608,21
1608,35
1609,11
1609,25
1631,31
1636,43
1651,24
1651,43
1653,42
1654,13
1655,41
1700,29
1701,24
1701,43
1702,28
1702,33
1702,52
1703,23
1703,42
1704,13
1704,27
1704,32
1704,51
1705,22
1705,41
1706,26
1706,31
1707,21
1707,35
1708,11
1708,25
1709,15
1725,15
1731,21
1739,22
1750,43
1757,11
1758,15
1770,22
1772,21
1782,15
1800,24
1800,43
1801,33
1801,52
1802,23
1802,42
1803,13
1803,27
1803,32
1803,51
1804,22
1804,41
1805,26
1805,31
1806,21
1806,35
1807,11
1807,25
1808,15
1809,29
1850,33
1851,23
1852,13
1852,51
1853,41
1859,24
1859,43
1875,43
1876,33
1900,28
1900,33
1901,23
1901,42
1902,13
1902,27
1902,32
1902,51
1903,17
1903,22
1903,41
1904,26
1904,31
1904,50
1905,21
1905,35
1906,25
1907,15
1908,29
1909,24
1909,43
1919,22
1925,43
1929,22
1939,21
1945,22
1950,23
1950,42
1951,13
1956,15
1957,29
1958,43
1960,22
1970,21
1988,22
2000,17
2000,22
2000,41
2001,26
2001,31
2001,50
2002,21
2002,35
2003,25
2004,15
2005,29
2006,24
2006,43
2007,28
2007,33
2008,23
2008,42
2009,13
2009,27
2009,32
2026,22
2036,21
2050,31
2052,25
2054,29
2055,43
2056,33
2057,23
2057,42
2059,22
2073,42
2075,22
2077,21
2081,42
2083,22
2091,22
2099,42
2100,26
2100,31
2100,50
2101,21
2101,35
2102,25
2103,15
2104,29
2105,24
2105,43
2106,28
2106,33
2107,23
2107,42
2108,13
2108,27
2108,32
2109,17
2109,22
2109,41
2117,22
2131,42
2133,22
2150,21
2151,25
2152,15
2154,43
2155,52
2156,42
2158,17
2159,50
2174,22
2200,21
2200,35
2201,25
2202,15
2203,29
2204,24
2204,43
2205,28
2205,33
2206,23
2206,42
2207,13
2207,27
2207,32
2208,17
2208,22
2208,41
2209,26
2209,31
2209,50
2220,43
2238,43
2251,22
2252,29
2253,43
2254,33
2256,32
2270,33
2300,25
2301,15
2302,29
2303,24
2303,43
2304,28
2304,33
2305,23
2305,42
2306,13
2306,27
2306,32
2307,17
2307,22
2307,41
2308,26
2308,31
2308,50
2309,21
2309,35
2325,21
2352,43
2353,52
2355,27
2358,21
2374,21
2378,43
2400,15
2401,29
2402,24
2402,43
2403,28
2403,33
2404,23
2404,42
2405,13
2405,27
2405,32
2406,17
2406,22
2406,41
2407,26
2407,31
2407,50
2408,21
2408,35
2409,25
2438,42
2451,43
2452,33
2453,42
2454,32
2455,22
2500,29
2501,24
2501,43
2502,28
2502,33
2502,52
2503,23
2503,42
2504,13
2504,27
2504,32
2504,51
2505,22
2505,41
2506,26
2506,31
2507,21
2507,35
2508,25
2509,15
2537,42
2539,22
2553,13
2553,27
2553,32
2554,17
2554,22
2556,21
2578,42
2584,43
2600,24
2600,43
2601,28
2601,33
2601,52
2602,23
2602,42
2603,13
2603,27
2603,32
2603,51
2604,22
2604,41
2605,26
2605,31
2605,50
2606,21
2606,35
2607,25
2608,15
2609,29
2637,51
2652,32
2653,22
2658,29
2659,43
2678,51
2686,51
2694,51
2700,28
2700,33
2701,23
2701,42
2702,13
2702,27
2702,32
2702,51
2703,17
2703,22
2703,41
2704,26
2704,31
2704,50
2705,21
2705,35
2706,25
2707,15
